"","BLP.model.name","BLP.model.id","BLP.firm.id","BLP.cdid","BLP.id","BLP.price","BLP.mpd","BLP.air","BLP.mpg","BLP.space","BLP.hpwt","BLP.trend","BLP.share","BLP.outshr","BLP.y"
"1022","PG505 ",396,14,11,2397,0.328789500845883,1.18737300435414,0,1.8,1.2903,0.323333333333333,10,2.67937313683001e-05,0.913853999305614,-2.8868705438111
"1023","PG505D",397,14,11,2398,1.42889951184698,1.84702467343977,0,2.8,1.2903,0.25,10,2.59437068253379e-05,0.913853999305614,-2.91910943114661
"1024","PS911S",426,12,11,2399,19.44320094199,1.12140783744557,0,1.7,1.0985,0.65774378585086,10,4.80802614723383e-05,0.913853999305614,-2.30216677131141
"1025","PS924 ",430,12,11,2400,6.68742536443224,1.31930333817126,0,2,1.139,0.378636907134316,10,3.89215463263376e-05,0.913853999305614,-2.51349051237907
"1026","PS928 ",434,12,11,2401,30.9778544073365,1.05544267053701,0,1.6,1.3286,0.685358255451713,10,2.4171824679445e-05,0.913853999305614,-2.98985081437014
"1027","RN18i ",467,24,11,2402,-3.62280565867007,1.71509433962264,0,2.6,1.1993,0.362671384343211,10,0.000128353705987286,0.913853999305614,-1.32024871882673
"1028","RNLECA",470,24,11,2403,-6.04084746285049,1.91298984034833,0,2.9,0.858,0.28021978021978,10,0.000241215415374669,0.913853999305614,-0.689348125817432
"1029","SA900 ",475,11,11,2404,-0.320275405644766,1.38526850507983,0,2.1,1.2596,0.437898089171975,10,2.66500652483628e-05,0.913853999305614,-2.89224690084748
"1030","SBSTD ",492,5,11,2405,-6.62500587869207,2.11088534107402,0,3.2,1.105,0.345,10,0.000339471069235098,0.913853999305614,-0.347649772234846
"1031","TYSTRL",515,1,11,2406,-6.09805318342254,2.57264150943396,0,3.9,0.918,0.336426914153132,10,0.000392986698911729,0.913853999305614,-0.201262733511977
"1032","TYTERC",517,1,11,2407,-6.53809718782298,2.37474600870827,0,3.6,1.0044,0.326315789473684,10,0.00145256024997905,0.913853999305614,1.10604446825774
"1033","TYCRLA",505,1,11,2408,-6.06504988309251,1.97895500725689,0,3,1.0816,0.350467289719626,10,0.00289294479629341,0.913853999305614,1.79499172317346
"1034","TYCORO",503,1,11,2410,-4.36978035613982,1.64912917271408,0,2.5,1.1682,0.381861575178998,10,0.000267422510086559,0.913853999305614,-0.586208657349417
"1035","TYCELI",499,1,11,2411,-4.39178255635984,1.64912917271408,0,2.5,1.1682,0.369657296881017,10,0.0012436577394136,0.913853999305614,0.950773606555269
"1036","TYCRSS",509,1,11,2412,0.998756497545552,1.45123367198839,1,2.2,1.2395,0.406874780778674,10,0.000354172902175344,0.913853999305614,-0.305253281682536
"1037","VWRABB",549,7,11,2414,-4.53369674777898,1.84702467343977,0,2.8,0.9984,0.392156862745098,10,0.000144647838423504,0.913853999305614,-1.20073641198429
"1038","VWJETT",545,7,11,2415,-2.74601797990219,1.64912917271408,0,2.5,1.0752,0.369815092453773,10,0.000334885725573767,0.913853999305614,-0.361249143859218
"1039","VWDASH",542,7,11,2416,-2.04744812291649,1.97895500725689,0,3,1.1136,0.242990654205607,10,0.000162270882469142,0.913853999305614,-1.08577144698691
"1040","VWSCRC",551,7,11,2418,-2.41598497660186,1.64912917271408,0,2.5,0.9984,0.382824624935334,10,0.000204041806840902,0.913853999305614,-0.856713591457737
"1041","VVDL  ",532,6,11,2419,-0.958339212025404,1.2533381712627,0,1.9,1.3124,0.327540106951872,10,0.000470362876674608,0.913853999305614,-0.021534024963894
"1042","VVGLE ",536,6,11,2421,5.38929555145094,1.2533381712627,1,1.9,1.3124,0.412305740564542,10,4.82718162989213e-05,0.913853999305614,-2.29819062293177
"1043","AMSPIR",28,15,12,2067,-5.9831811780873,1.93595679012346,0,2.6,1.2024,0.347758887171561,11,0.000192831097023285,0.918870683286065,-0.918698416356509
"1044","AMCONC",19,15,12,2069,-5.28059050451217,1.86149691358025,0,2.5,1.332,0.32703488372093,11,0.000367847184155962,0.918870683286065,-0.272845485662728
"1045","AMEGL-",21,15,12,2071,-4.71582366513393,1.86149691358025,0,2.5,1.3213,0.306853051483123,11,0.000419564336614314,0.918870683286065,-0.141296198000949
"1046","BKSKYH",52,19,12,2077,-3.63292211072978,1.93595679012346,0,2.6,1.0912,0.368972746331237,11,0.0005593793941705,0.918870683286065,0.146314867357193
"1047","BKSKYL",53,19,12,2078,-3.80597910554844,1.93595679012346,0,2.6,1.2558,0.36101083032491,11,0.00168933959341262,0.918870683286065,1.25157988127537
"1048","BKREGA",49,19,12,2080,-2.57799983093704,1.34027777777778,0,1.8,1.4472,0.347331859804231,11,0.00093971495984175,0.918870683286065,0.665063517926949
"1049","BKCENT",38,19,12,2082,-1.87540915736191,1.86149691358025,0,2.5,1.292,0.342075256556442,11,0.00119012607545461,0.918870683286065,0.90130144911249
"1050","BKLSAB",45,19,12,2085,-2.56349205891631,1.34027777777778,0,1.8,1.6863,0.314016557236654,11,0.00129891084153578,0.918870683286065,0.988768300942506
"1051","BKELCT",41,19,12,2089,0.553606386679544,1.26581790123457,1,1.7,1.6872,0.403551251008878,11,0.000710050287185109,0.918870683286065,0.38482271740712
"1052","BKRIVE",50,19,12,2092,3.02821778564327,1.26581790123457,1,1.7,1.4904,0.291666666666667,11,0.000520424700302676,0.918870683286065,0.0741321324418056
"1053","CDCIMM",88,19,12,2094,0.80956493590234,1.93595679012346,1,2.6,1.1245,0.3486529318542,11,0.000164136418885102,0.918870683286065,-1.07981517261965
"1054","CDSEVI",93,19,12,2095,12.5214820343479,1.26581790123457,1,1.7,1.4555,0.335030822835701,11,0.000286339045258467,0.918870683286065,-0.523336495508049
"1055","CDDEVI",89,19,12,2096,4.50697426232721,1.26581790123457,1,1.7,1.6796,0.325605626465225,11,0.00183785361900903,0.918870683286065,1.33584058114948
"1056","CDELDR",91,19,12,2097,7.63339913279354,1.26581790123457,1,1.7,1.4555,0.345781466113416,11,0.000682368502585858,0.918870683286065,0.345056761150548
"1057","CVCHEV",135,19,12,2100,-6.33344024544481,2.15933641975309,0,2.9,1.023,0.324027916251246,11,0.00276373364474845,0.918870683286065,1.74382473723741
"1058","CVCAVL",133,19,12,2101,-4.31375112627382,1.93595679012346,0,2.6,1.1591,0.370994940978078,11,0.00144655497032818,0.918870683286065,1.09642704885356
"1059","CVCITA",136,19,12,2102,-4.61219672212875,1.93595679012346,0,2.6,1.2213,0.37359900373599,11,0.0022257680116304,0.918870683286065,1.52734423166665
"1060","CVMALI",142,19,12,2104,-3.3292951677246,1.4891975308642,0,2,1.4089,0.355871886120996,11,0.00131957386972997,0.918870683286065,1.00455106035735
"1061","CVCLBR",137,19,12,2107,-2.99147133352771,1.86149691358025,0,2.5,1.3041,0.329188002926116,11,0.00120726185085441,0.918870683286065,0.915597063968624
"1062","CVCAMA",130,19,12,2110,-3.72515009000439,1.4891975308642,0,2,1.3724,0.317658050451573,11,0.00217888891536977,0.918870683286065,1.50605727686615
"1063","CVMNTC",143,19,12,2112,-3.28784439052253,1.4891975308642,0,2,1.4472,0.344827586206897,11,0.00117917490883958,0.918870683286065,0.892057165946168
"1064","CVCORV",139,19,12,2120,7.19194835559146,1.11689814814815,1,1.5,1.2834,0.618811881188119,11,0.000267844800877047,0.918870683286065,-0.590105365579468
"1065","CRLEBA",119,16,12,2121,-3.22359568585932,1.78703703703704,0,2.4,1.242,0.342158859470468,11,0.00105549464953884,0.918870683286065,0.781251721009379
"1066","CRCORD",107,16,12,2123,-3.20390656668833,1.26581790123457,0,1.7,1.5403,0.271493212669683,11,0.000188612693343502,0.918870683286065,-0.940817406218979
"1067","CRNEWY",122,16,12,2125,0.422000169062963,1.26581790123457,1,1.7,1.5525,0.256410256410256,11,0.0007488739007126,0.918870683286065,0.438057535343194
"1068","CRIMPE",115,16,12,2127,9.98780327787125,1.11689814814815,1,1.5,1.5622,0.329531051964512,11,3.09945422912843e-05,0.918870683286065,-2.74670194327564
"1069","DGCOLT",159,16,12,2128,-5.84432107446035,2.82947530864198,0,3.8,0.9891,0.371352785145889,11,0.000442443814199576,0.918870683286065,-0.0881995943155287
"1070","DGOMNI",170,16,12,2129,-6.06297392420129,2.60609567901235,0,3.5,1.0758,0.298578199052133,11,0.000476679615815439,0.918870683286065,-0.0136684768781787
"1071","DGARIE",154,16,12,2131,-4.89198946824274,1.78703703703704,0,2.4,1.2144,0.363636363636364,11,0.00134745823303701,0.918870683286065,1.02546222927046
"1072","DG400 ",152,16,12,2133,-3.3292951677246,1.78703703703704,0,2.4,1.2558,0.346677672307057,11,0.000344931957386973,0.918870683286065,-0.337165904526744
"1073","DGCHLN",157,16,12,2134,-3.42670449414947,1.63811728395062,0,2.2,1.188,0.337614678899083,11,0.000167115517529016,0.918870683286065,-1.06182778212322
"1074","DGDIPL",164,16,12,2135,-3.73033143715465,1.26581790123457,0,1.7,1.545,0.274809160305344,11,0.000296313067518292,0.918870683286065,-0.489096521211412
"1075","DGMIRA",168,16,12,2137,-2.82981330243963,1.34027777777778,0,1.8,1.533,0.27231467473525,11,8.7180342715508e-05,0.918870683286065,-1.71253419921354
"1076","FDESCO",213,18,12,2139,-5.88784439052253,2.08487654320988,0,2.8,1.0824,0.33748701973001,11,0.00402377320717844,0.918870683286065,2.11946227300476
"1077","FDEXP ",214,18,12,2141,-4.10649724026346,2.15933641975309,0,2.9,1.1286,0.317537860283341,11,0.000464989632736719,0.918870683286065,-0.038497966992443
"1078","FDFRMO",217,18,12,2143,-4.82359568585932,1.63811728395062,0,2.2,1.3916,0.32508311784263,11,0.00165704616411259,0.918870683286065,1.23227879995295
"1079","FDMUST",228,18,12,2144,-5.18628998637745,1.63811728395062,0,2.2,1.224,0.350457984866587,11,0.00142431897805,0.918870683286065,1.08093599118555
"1080","FDGRNA",221,18,12,2147,-4.19561641124792,1.63811728395062,0,2.2,1.3987,0.325323475046211,11,0.00113136633380204,0.918870683286065,0.850668249095512
"1081","FDLTD ",222,18,12,2150,-3.14794801746553,1.26581790123457,0,1.7,1.638,0.340715502555366,11,0.00181955003694082,0.918870683286065,1.32583143991236
"1082","FDTHNB",235,18,12,2152,-2.96141952005621,1.34027777777778,0,1.8,1.5075,0.293333333333333,11,0.000507459663004361,0.918870683286065,0.0489041488508875
"1083","LCTWNC",282,18,12,2154,4.92251830377799,1.19135802469136,1,1.6,1.7301,0.330284552845528,11,0.00050688767606473,0.918870683286065,0.0477763556813739
"1084","LCMARK",278,18,12,2155,8.88521260429612,1.19135802469136,1,1.6,1.7301,0.326961770623742,11,0.000332705736552349,0.918870683286065,-0.373254651847986
"1085","LCCONT",277,18,12,2156,10.3131918789075,1.34027777777778,1,1.8,1.4948,0.370159453302961,11,0.000269441597750185,0.918870683286065,-0.584161416212716
"1086","MCLYNX",326,18,12,2157,-5.8453573438904,2.08487654320988,0,2.8,1.0824,0.337837837837838,11,0.00114348530708549,0.918870683286065,0.861323087166284
"1087","MCLN7 ",325,18,12,2159,-3.69198946824274,2.15933641975309,0,2.9,1.1286,0.315687226809131,11,0.000156188183703139,0.918870683286065,-1.12945149110475
"1088","MCZEPH",336,18,12,2160,-5.11789620399403,1.63811728395062,0,2.2,1.3916,0.334600760456274,11,0.000504814223408566,0.918870683286065,0.0436774100130677
"1089","MCCAPR",318,18,12,2162,-4.80701537497849,1.63811728395062,0,2.2,1.26,0.344557556773688,11,0.000372744822326557,0.918870683286065,-0.259619014065047
"1090","MCCOUG",321,18,12,2165,-3.30753350969351,1.34027777777778,0,1.8,1.3987,0.295302013422819,11,0.000486534474129507,0.918870683286065,0.00679468349415036
"1091","MCMARQ",327,18,12,2169,-2.77281848378678,1.26581790123457,0,1.7,1.6614,0.321371183717193,11,0.0010485593078958,0.918870683286065,0.774659336117597
"1092","ODFREN",379,19,12,2171,-4.0432848050303,2.01041666666667,0,2.7,1.0912,0.375266524520256,11,0.000337007554994161,0.918870683286065,-0.360407728660034
"1093","ODOMEG",380,19,12,2172,-3.91271485684377,1.93595679012346,0,2.6,1.281,0.354609929078014,11,0.000862651636120975,0.918870683286065,0.579497866306675
"1094","ODCTLC",374,19,12,2178,-2.43810345788004,1.86149691358025,0,2.5,1.323,0.346687211093991,11,0.00135092590385853,0.918870683286065,1.02803241391023
"1095","ODDELT",377,19,12,2180,-2.84639361332046,1.34027777777778,0,1.8,1.6863,0.309249367444476,11,0.00215494887866727,0.918870683286065,1.4950092029189
"1096","OD98  ",370,19,12,2183,0.978476853000787,1.26581790123457,1,1.7,1.7094,0.325351379489849,11,0.00106321647322386,0.918870683286065,0.788540924140477
"1097","ODTORN",385,19,12,2185,3.22510897735312,1.26581790123457,1,1.7,1.4832,0.3382949932341,11,0.000409471150408732,0.918870683286065,-0.165646627102381
"1098","PLHORI",413,16,12,2188,-6.06297392420129,2.60609567901235,0,3.5,1.0758,0.298578199052133,11,0.000558962320360352,0.918870683286065,0.14556898830419
"1099","PLRELI",416,16,12,2190,-4.89198946824274,1.78703703703704,0,2.4,1.2144,0.363636363636364,11,0.0017488739007126,0.918870683286065,1.28621429734354
"1100","PLSAPO",417,16,12,2192,-3.42670449414947,1.63811728395062,0,2.2,1.188,0.36697247706422,11,0.000155723444314688,0.918870683286065,-1.13243143600333
"1101","PLGRNF",412,16,12,2193,-3.73033143715465,1.26581790123457,0,1.7,1.545,0.274809160305344,11,0.000217533782978622,0.918870683286065,-0.798158914634557
"1102","PTT100",465,19,12,2195,-5.60079775839818,2.15933641975309,0,2.9,1.023,0.309818875119161,11,0.000610798636764461,0.918870683286065,0.234254264315283
"1103","PTJ200",458,19,12,2196,-4.60908791383859,1.93595679012346,0,2.6,1.144,0.373990650233744,11,0.000679806477752091,0.918870683286065,0.341295088983846
"1104","PTPHOE",462,19,12,2197,-4.54483920917538,1.93595679012346,0,2.6,1.26,0.380067567567568,11,0.000590183274148574,0.918870683286065,0.199920045671685
"1105","PT6000",446,19,12,2199,-2.54898428689559,1.86149691358025,0,2.5,1.292,0.3394945303659,11,0.000662837531876356,0.918870683286065,0.31601683305456
"1106","PTFIRB",452,19,12,2201,-3.34691174803548,1.56365740740741,0,2.1,1.4328,0.393950052761168,11,0.000143246979193975,0.918870683286065,-1.21594280942004
"1107","PTBNNV",448,19,12,2203,-2.92515009000439,1.4891975308642,0,2,1.4328,0.343428036216048,11,0.000908422507686074,0.918870683286065,0.631196510068463
"1108","PTGRNP",457,19,12,2204,-3.12618635943445,1.4891975308642,0,2,1.4746,0.340979541227526,11,0.00099618675373579,0.918870683286065,0.723421666617353
"1109","ARSPID",35,20,12,2422,3.77225923642048,1.63811728395062,0,2.2,1.0985,0.451334379905808,11,2.61326533044162e-05,0.918870683286065,-2.91732746030641
"1110","AD5000",8,7,12,2424,2.81889136077281,1.41473765432099,0,1.9,1.33,0.495426829268293,11,0.000296170070783384,0.918870683286065,-0.489579224358355
"1111","AD4000",7,7,12,2426,-0.502352162543255,2.08487654320988,0,2.8,1.1859,0.348563353744701,11,0.000192890678996163,0.918870683286065,-0.918389478790335
"1112","BW320i",58,8,12,2428,2.01060120533239,1.86149691358025,1,2.5,1.1392,0.404,11,0.000434483662623037,0.918870683286065,-0.106354733550154
"1113","BW528e",67,8,12,2429,12.4095649359023,1.63811728395062,1,2.2,1.2663,0.408783783783784,11,0.000125598798827427,0.918870683286065,-1.34742038662894
"1114","BW633c",73,8,12,2430,26.5753680447106,1.41473765432099,1,1.9,1.3192,0.541916167664671,11,1.80533377821206e-05,0.918870683286065,-3.28718249078083
"1115","BW733i",78,8,12,2431,22.76189654212,1.41473765432099,1,1.9,1.4058,0.526162790697674,11,4.61879453752473e-05,0.918870683286065,-2.34779423571364
"1116","DT210 ",177,2,12,2432,-6.78836252523756,2.2337962962963,0,3,1.0521,0.341925302472383,11,0.00228351485974404,0.918870683286065,1.55295806290457
"1117","DT310 ",179,2,12,2433,-5.86608273249144,2.38271604938272,0,3.2,1.0304,0.335743801652893,11,0.000533604232703353,0.918870683286065,0.0991413497811573
"1118","DTSTAN",203,2,12,2434,-4.50856977912357,2.2337962962963,0,3,1.1484,0.407407407407407,11,0.000705379060511452,0.918870683286065,0.378222255660057
"1119","DT200S",176,2,12,2435,-3.74173040088522,1.93595679012346,0,2.6,1.1859,0.395962732919255,11,0.000578648204199338,0.918870683286065,0.180181623716321
"1120","DT280Z",178,2,12,2436,7.20127478046193,1.4891975308642,0,2,1.2194,0.598603259062188,11,0.000682332753402131,0.918870683286065,0.345004369927812
"1121","DT810M",183,2,12,2437,-0.31167858741372,1.63811728395062,1,2.2,1.2342,0.429491768074445,11,0.000645856669606044,0.918870683286065,0.290064528348736
"1122","FTX119",248,17,12,2438,-0.46608273249144,1.93595679012346,0,2.6,0.9734,0.352112676056338,11,2.81107748039753e-05,0.918870683286065,-2.84436012931662
"1123","FTSPID",245,17,12,2439,0.97433177528058,1.86149691358025,0,2.5,1.0432,0.508474576271186,11,5.74846874329703e-05,0.918870683286065,-2.12899447031727
"1124","HD1300",253,3,12,2440,-6.78836252523756,2.60609567901235,0,3.5,0.9387,0.364705882352941,11,0.00157855287304273,0.918870683286065,1.18375072604653
"1125","HDACCO",256,3,12,2443,-3.21737806927901,2.08487654320988,0,2.8,1.079,0.36231884057971,11,0.0023299411330108,0.918870683286065,1.57308520429695
"1126","HDPREL",260,3,12,2444,-3.47644542679196,2.08487654320988,0,2.8,1.053,0.364785992217899,11,0.000451297695369289,0.918870683286065,-0.0683858769705283
"1127","MZGLC ",351,4,12,2445,-5.28991692938263,2.53163580246914,0,3.4,1.0855,0.351421188630491,11,0.000651099883219333,0.918870683286065,0.29814998374236
"1128","MZ626 ",348,4,12,2447,-4.25364749933082,2.01041666666667,0,2.7,1.1658,0.309477756286267,11,0.000716294477942754,0.918870683286065,0.393578287308914
"1129","MB240D",297,9,12,2448,12.2365079410837,2.08487654320988,1,2.8,1.3561,0.221854304635762,11,0.000160632998879859,0.918870683286065,-1.101390824258
"1130","MB300S",310,9,12,2449,26.4043835887521,2.01041666666667,1,2.7,1.4616,0.328767123287671,11,0.000459627255177673,0.918870683286065,-0.050097230971935
"1131","MB380S",312,9,12,2451,36.3556789255396,1.26581790123457,1,1.7,1.5048,0.425824175824176,11,4.39834123787507e-05,0.918870683286065,-2.3967005056943
"1132","MB380S",312,9,12,2452,31.4852126042961,1.26581790123457,1,1.7,1.2993,0.428769017980636,11,0.000100121547224672,0.918870683286065,-1.57412815699497
"1133","PG504S",395,14,12,2454,0.570186697560374,2.08487654320988,0,2.8,1.3065,0.208211143695015,11,0.000157439405133583,0.918870683286065,-1.12147242221361
"1134","PG604T",400,14,12,2455,8.54427996180908,2.01041666666667,0,2.7,1.351,0.228571428571429,11,9.91444028694678e-06,0.918870683286065,-3.88652076790309
"1135","PS924T",433,12,12,2458,10.5183732260578,1.4891975308642,1,2,1.1457,0.575485799701046,11,0.000163814676231559,0.918870683286065,-1.08177731125287
"1136","RNFUEG",468,24,12,2460,-2.95831071176605,1.78703703703704,0,2.4,1.1859,0.344682639764607,11,0.000117662480040039,0.918870683286065,-1.41269288990549
"1137","RN18i ",467,24,12,2461,-4.09509827653289,2.15933641975309,0,2.9,1.2194,0.362671384343211,11,9.00760265973927e-05,0.918870683286065,-1.67985902343212
"1138","RNLECA",470,24,12,2462,-5.96349205891631,2.15933641975309,0,2.9,0.9438,0.28021978021978,11,0.000239602945732739,0.918870683286065,-0.701529916598647
"1139","SA900 ",475,11,12,2463,-0.673336618501803,1.56365740740741,0,2.1,1.2596,0.418250950570342,11,0.000101575347362902,0.918870683286065,-1.55971221550579
"1140","SBSTD ",492,5,12,2464,-5.43084957186968,2.38271604938272,0,3.2,1.105,0.324705882352941,11,0.00170912080840821,0.918870683286065,1.26322129300664
"1141","TYSTRL",515,1,12,2465,-5.98110863922719,2.75501543209877,0,3.7,0.918,0.336426914153132,11,0.000230451154698634,0.918870683286065,-0.740474147361995
"1142","TYCRLA",505,1,12,2466,-5.40079775839818,2.08487654320988,0,2.8,1.0816,0.324675324675325,11,0.0020878714936009,0.918870683286065,1.46338732475684
"1143","TYTERC",517,1,12,2467,-6.58214490865724,2.53163580246914,0,3.4,1.0044,0.326315789473684,11,0.00161939035725351,0.918870683286065,1.20929195757485
"1144","TYCELI",499,1,12,2468,-4.34276667031528,1.86149691358025,0,2.5,1.1682,0.369657296881017,11,0.00137860768845778,0.918870683286065,1.04831627029864
"1145","TYSUPR",516,1,12,2469,2.32977218978835,1.56365740740741,1,2.1,1.2328,0.494542974079127,11,0.000405705569722825,0.918870683286065,-0.174885378349778
"1146","TYCRSS",509,1,12,2471,0.931844728648455,1.63811728395062,1,2.2,1.2462,0.405452638937434,11,0.000446388140804118,0.918870683286065,-0.079324232726214
"1147","VWJETT",545,7,12,2472,-2.85468376876087,2.08487654320988,0,2.8,1.0752,0.369815092453773,11,0.000241950475464144,0.918870683286065,-0.691780018770126
"1148","VWQUNT",548,7,12,2473,-0.289916929382633,2.08487654320988,0,2.8,1.2328,0.345794392523364,11,0.000144116875997998,0.918870683286065,-1.20988846789114
"1149","VWSCRC",551,7,12,2474,-1.2432848050303,2.08487654320988,0,2.8,1.0624,0.382824624935334,11,0.000157618151052218,0.918870683286065,-1.12033773469825
"1150","VWRABB",549,7,12,2475,-4.68888065995258,2.2337962962963,0,3,0.9984,0.386422976501305,11,0.000107056888867704,0.918870683286065,-1.50715271230602
"1151","VVDLGL",533,6,12,2477,-1.62152314699921,1.78703703703704,0,2.4,1.3124,0.441125390760681,11,0.000607199885602612,0.918870683286065,0.2283449605385
"1152","VVGLE ",536,6,12,2478,5.22303643849301,1.71257716049383,0,2.3,1.3124,0.420032310177706,11,3.33063228389618e-05,0.918870683286065,-2.6747658231351
"1153","AMSPIR",28,15,13,2205,-5.74234321483532,1.68541498791297,0,2.1,1.2096,0.320284697508897,12,5.20694102473913e-05,0.908477969281276,-2.21656067631149
"1154","AMCONC",19,15,13,2206,-5.01041550399195,1.68541498791297,0,2.1,1.332,0.309917355371901,12,0.000134986516590456,0.908477969281276,-1.26396342092993
"1155","AMALIN",16,15,13,2208,-6.14394964053814,2.48799355358582,0,3.1,1.066,0.287917737789203,12,0.00147740649548599,0.908477969281276,1.12890514437798
"1156","AMEGL-",21,15,13,2209,-4.03350787346986,1.92618855761483,0,2.4,1.2045,0.2636783124588,12,0.000365892836205886,0.908477969281276,-0.266797823996368
"1157","BKSKYH",52,19,13,2215,-4.56664040359034,2.0867042707494,0,2.6,1.0912,0.363022372308991,12,0.00085587993903154,0.908477969281276,0.582991790891353
"1158","BKSKYL",53,19,13,2217,-4.01242353612046,2.16696212731668,0,2.7,1.274,0.36101083032491,12,0.00120486575213976,0.908477969281276,0.92498511343309
"1159","BKCENT",38,19,13,2219,-2.72326690961444,1.92618855761483,0,2.4,1.292,0.33809166040571,12,0.00176198850979013,0.908477969281276,1.30505996808432
"1160","BKREGA",49,19,13,2221,-2.44515445981524,1.68541498791297,0,2.1,1.4472,0.350430073271743,12,0.000889541564075507,0.908477969281276,0.621567916201442
"1161","BKLSAB",45,19,13,2223,-2.32969261242569,1.5248992747784,0,1.9,1.7082,0.315366972477064,12,0.00177693750732794,0.908477969281276,1.31350834274987
"1162","BKELCT",41,19,13,2226,0.875126664682748,1.44464141821112,1,1.8,1.6872,0.337473002159827,12,0.000939219134716848,0.908477969281276,0.67591050501456
"1163","BKRIVE",50,19,13,2229,3.53777726709239,1.36438356164384,1,1.7,1.5111,0.346356331393738,12,0.000625466056982061,0.908477969281276,0.269358745745604
"1164","CDCIMM",88,19,13,2231,0.502636704843392,1.84593070104754,1,2.3,1.131,0.333459643804471,12,0.00022497361941611,0.908477969281276,-0.753155168981635
"1165","CDSEVI",93,19,13,2232,9.76468489761447,1.36438356164384,1,1.7,1.4555,0.351196670135276,12,0.000393035525852972,0.908477969281276,-0.195238312916386
"1166","CDDEVI",89,19,13,2233,4.74560859239359,1.36438356164384,1,1.7,1.6796,0.33809166040571,12,0.00206358306952749,0.908477969281276,1.46306078772597
"1167","CDELDR",91,19,13,2234,7.65022706628917,1.36438356164384,1,1.7,1.4555,0.360192102454643,12,0.000839770195802556,0.908477969281276,0.563989960710402
"1168","CVCHEV",135,19,13,2238,-6.40700184937348,2.40773569701853,0,3,1.023,0.309818875119161,12,0.00209589635361707,0.908477969281276,1.47859827733551
"1169","CVCAVL",133,19,13,2239,-5.7383271505783,2.0867042707494,0,2.6,1.1418,0.366208905534748,12,0.00304135303083597,0.908477969281276,1.85091945404367
"1170","CVCITA",136,19,13,2241,-4.79957213049798,2.16696212731668,0,2.7,1.2213,0.366387893269614,12,0.00108311642631024,0.908477969281276,0.818459427468553
"1171","CVMALI",142,19,13,2243,-3.64495365660239,1.60515713134569,0,2,1.4089,0.34385745545483,12,0.000998335092038926,0.908477969281276,0.736950666248979
"1172","CVCLBR",137,19,13,2247,-3.51945164857026,1.92618855761483,0,2.4,1.2852,0.336996336996337,12,0.00211779810059796,0.908477969281276,1.4889938788483
"1173","CVCAMA",130,19,13,2249,-3.54254401804818,1.60515713134569,0,2,1.3536,0.361608651571477,12,0.00209011607456912,0.908477969281276,1.47583656421545
"1174","CVMNTC",143,19,13,2251,-3.17507413853011,1.60515713134569,0,2,1.4472,0.341614906832298,12,0.00124043850392778,0.908477969281276,0.954081911013201
"1175","CRLEBA",119,16,13,2258,-2.93611831523693,2.24721998388396,0,2.8,1.242,0.371394705649941,12,0.000941599249618947,0.908477969281276,0.678441441751923
"1176","CRECLA",112,16,13,2260,-2.38290546383131,2.00644641418211,0,2.5,1.2972,0.363917924893535,12,0.00041368272951108,0.908477969281276,-0.144038991084443
"1177","CRCORD",107,16,13,2261,-2.14294562447388,1.44464141821112,0,1.8,1.5403,0.259590423997693,12,0.000120658928362059,0.908477969281276,-1.3761705257675
"1178","CRNEWY",122,16,13,2263,-0.767443616441749,2.00644641418211,0,2.5,1.2648,0.364341085271318,12,0.00145175284324071,0.908477969281276,1.11138864546963
"1179","CRIMPE",115,16,13,2266,7.00163268877914,1.28412570507655,1,1.6,1.5622,0.348345359542175,12,1.45034587876656e-05,0.908477969281276,-3.4947511592111
"1180","DGCOLT",159,16,13,2267,-6.19214241162247,3.13005640612409,0,3.9,1.0143,0.339522546419098,12,0.000459115957322078,0.908477969281276,-0.0398355087863713
"1181","DGOMNI",170,16,13,2268,-5.89696168873091,2.72876712328767,0,3.4,1.089,0.296225513616818,12,0.000591523039043264,0.908477969281276,0.21356231558727
"1182","DGCHAR",156,16,13,2269,-5.35680104616063,2.32747784045125,0,2.9,1.1658,0.432581684307409,12,0.00053904326415758,0.908477969281276,0.120657517868932
"1183","DGARIE",154,16,13,2270,-5.01643960037749,2.32747784045125,0,2.9,1.2144,0.415377817057004,12,0.00139992965177629,0.908477969281276,1.07503894833705
"1184","DGCHLN",157,16,13,2272,-3.38692152808834,1.92618855761483,0,2.4,1.188,0.382116927779901,12,0.000164427248211983,0.908477969281276,-1.06667010500252
"1185","DG400 ",152,16,13,2273,-3.23732313451404,2.24721998388396,0,2.8,1.2558,0.378726833199033,12,0.000335244460077383,0.908477969281276,-0.354278319997855
"1186","DG600 ",153,16,13,2274,-2.88491349595982,2.00644641418211,0,2.5,1.2834,0.372424722662441,12,0.000397256419275413,0.908477969281276,-0.184556352702698
"1187","DGDIPL",164,16,13,2275,-3.48029502206424,1.5248992747784,0,1.9,1.545,0.2710027100271,12,0.000263782389494665,0.908477969281276,-0.594013836250818
"1188","DGMIRA",168,16,13,2277,-2.71423076503613,1.5248992747784,0,1.9,1.533,0.27190332326284,12,5.17880173525618e-05,0.908477969281276,-2.22197952000706
"1189","FDESCO",213,18,13,2279,-6.09977293371083,2.64850926672039,0,3.3,1.0824,0.347222222222222,12,0.00382615781451518,0.908477969281276,2.08047807978997
